Time,Acc1_X,Acc1_Y,Acc1_Z,Acc2_X,Acc2_Y,Acc2_Z,Gyro1_X,Gyro1_Y,Gyro1_Z,Gyro2_X,Gyro2_Y,Gyro2_Z,label
13206,7.66,0.22,6.51,-7.54,-0.34,4.58,-0.05,-0.05,0.01,-0.05,0.01,-0.01,0
171946,6.43,2.23,7.24,-8.84,0.77,2.05,-0.04,-0.04,0.01,-0.04,0.02,-0.00,0
633560,7.42,1.15,6.48,-6.81,-0.56,5.36,-0.01,-0.03,0.0,0.0,0.04,0.02,0
1593356,8.01,-0.59,5.99,-5.64,-3.25,5.81,-0.05,0.01,-0.01,-0.07,0.05,0.01,1
1291292,5.0,-1.16,8.48,-8.82,-3.48,0.45,-0.04,0.0,-0.02,-0.03,0.03,-0.01,0
1334734,10.14,-1.05,1.09,-1.62,-0.49,8.5,-0.04,-0.04,0.01,-0.06,0.0,0.0,0
72888,10.07,-0.44,2.15,-1.57,-1.00,8.45,-0.03,-0.04,0.01,-0.01,0.01,-0.02,0
1132544,8.2,-1.14,5.74,-6.17,-1.21,6.11,-0.08,-0.06,0.01,-0.04,0.01,-0.02,1
615702,9.3,-1.04,3.91,-3.21,-1.21,7.63,-0.15,-0.07,-0.02,-0.02,0.05,0.08,0
321354,8.63,-0.84,5.17,-4.44,-2.39,6.95,-0.04,-0.04,0.0,-0.03,0.02,-0.02,1
1971342,8.39,-0.84,5.46,-5.36,-1.14,6.66,-0.03,-0.04,0.0,0.0,-0.04,-0.02,1
252340,8.79,-1.24,4.86,-4.18,0.07,7.63,-0.03,-0.03,0.0,-0.04,0.01,-0.02,1
227168,7.37,3.87,5.38,-5.54,3.36,5.88,-0.05,-0.04,0.0,-0.04,0.03,-0.02,0
1226738,6.9,1.96,6.87,-8.16,0.65,3.68,-0.04,-0.03,-0.04,0.04,0.02,-0.01,0
2439050,7.77,-0.6,6.33,-6.03,-3.02,5.73,-0.04,-0.05,0.01,-0.04,0.01,-0.01,1
36754,9.81,-1.97,0.68,-0.96,2.15,7.83,0.08,-0.13,-0.01,0.14,0.15,0.41,0
400524,8.66,-0.85,5.17,-4.36,-2.51,7.11,-0.04,-0.04,0.0,-0.05,0.02,-0.01,1
2255538,8.98,-1.8,4.33,-3.33,-1.64,7.88,-0.16,0.08,-0.03,0.02,0.11,-0.13,0
2401698,7.79,-0.61,6.23,-5.75,-2.56,5.81,-0.05,-0.05,-0.01,-0.01,0.08,0.0,1
400528,8.86,-0.82,4.91,-4.15,-0.72,7.52,-0.03,-0.04,0.02,-0.03,0.0,0.0,1
2161754,8.28,-0.15,5.73,-4.21,-1.15,7.52,-0.03,-0.08,0.07,-0.07,-0.05,0.01,1
1418776,8.06,-0.02,5.9,-6.28,-1.65,5.97,-0.03,-0.04,0.02,-0.04,0.0,-0.01,1
277106,9.43,-0.21,3.82,-4.6,-1.1,7.32,-0.07,-0.06,-0.01,-0.02,0.02,-0.04,1
187780,4.00,-2.59,8.92,-7.37,-5.22,1.39,-0.51,0.14,0.26,-0.04,-0.13,-0.73,0
1351772,7.72,-0.34,6.48,-4.38,-0.59,7.47,-0.0,-0.04,0.01,0.01,0.06,-0.03,1
164238,8.43,-0.65,5.5,-3.16,-0.05,8.0,0.0,0.12,0.04,-0.16,0.14,-0.05,0
299436,9.34,-0.24,3.93,-4.72,-1.18,7.0,-0.07,-0.07,0.0,-0.04,0.02,-0.01,1
78164,9.94,-2.41,0.58,1.55,0.89,8.67,-0.05,-0.05,0.01,-0.04,0.01,-0.02,0
337600,7.48,-0.86,6.64,-3.38,-0.05,8.03,-0.05,-0.04,0.02,-0.06,0.01,0.0,1
19296,7.57,0.45,6.56,-7.5,-0.13,4.64,-0.07,-0.03,-0.02,-0.01,0.0,-0.05,0
2281116,8.15,-1.48,5.81,-5.98,-3.24,5.79,-0.04,-0.05,-0.0,-0.04,0.01,-0.0,0
213358,5.71,-3.10,7.60,-5.75,-5.89,3.79,-0.04,-0.04,0.01,-0.05,0.02,-0.01,0
291722,7.59,-1.2,6.45,-4.11,-0.07,7.54,-0.05,-0.05,-0.02,-0.02,0.02,-0.03,1
98466,7.02,-1.03,7.0,-6.91,-3.26,4.61,0.01,-0.05,0.04,-0.02,-0.07,0.03,0
614080,8.82,-0.25,5.06,-3.37,-1.67,7.95,-0.05,-0.04,0.01,-0.06,0.01,-0.02,1
227168,7.98,-1.57,5.99,-3.4,0.18,7.89,-0.03,-0.03,-0.0,-0.03,0.02,-0.02,1
1113462,8.2,-1.26,5.79,-6.27,-1.35,6.03,-0.04,-0.06,0.01,-0.05,0.0,-0.01,1
2410630,8.0,-0.54,6.29,-5.91,-2.66,5.85,-0.03,-0.03,0.01,-0.05,0.02,-0.02,1
127698,6.68,1.54,7.21,-8.76,-0.15,2.7,-0.05,-0.05,0.01,-0.03,0.0,0.0,0
1640854,8.68,0.67,5.38,-6.33,0.4,6.4,-0.16,-0.13,-0.27,0.13,0.18,0.1,0
1303878,5.01,-1.58,8.46,-7.0,-4.49,3.55,-0.09,-0.06,0.0,-0.03,0.04,-0.04,0
1648162,7.77,0.53,6.42,-6.34,-0.28,5.98,-0.03,-0.05,0.02,-0.05,0.01,-0.01,0
813026,8.92,-0.22,4.8,-3.73,0.57,7.8,0.01,0.02,-0.01,-0.04,0.05,-0.02,1
331104,7.6,-1.47,6.42,-4.05,-0.18,7.64,-0.03,-0.05,-0.0,-0.03,0.03,-0.0,1
292128,9.26,-0.17,4.0,-4.96,-1.52,6.97,-0.03,-0.06,0.01,-0.05,0.02,-0.0,1
1911252,3.97,3.97,8.17,-7.98,-0.12,4.13,-0.05,-0.06,-0.01,-0.02,-0.02,-0.03,0
1794326,8.85,-0.92,4.86,-3.77,-1.14,7.65,-0.08,-0.06,0.0,0.01,0.0,-0.05,0
662400,4.08,0.93,8.97,-6.9,-2.1,4.97,-0.02,-0.04,-0.01,-0.03,0.02,-0.01,0
116330,5.53,0.99,8.2,-6.92,-0.74,5.3,-0.04,-0.04,0.01,-0.03,-0.01,-0.02,0
2305070,7.88,-1.23,6.17,-6.26,-3.07,5.54,-0.0,-0.06,-0.01,-0.01,0.0,-0.01,0
106180,7.51,0.72,6.59,-7.97,0.06,4.14,-0.03,-0.03,0.0,-0.02,0.01,-0.01,0
622602,9.16,-0.53,4.13,-3.56,-0.47,7.76,0.0,-0.06,0.02,-0.05,0.03,0.04,0
31476,9.99,-0.55,3.03,-4.64,1.22,7.72,-0.09,0.08,-0.08,0.04,0.21,-0.05,0
362772,8.08,-0.75,6.05,-5.49,-0.24,6.76,-0.05,-0.04,0.0,-0.04,0.02,-0.02,1
70044,9.93,-2.43,0.76,1.46,0.83,8.58,-0.05,-0.04,0.01,-0.03,0.01,0.0,0
106180,4.79,2.99,8.03,-6.86,0.02,5.41,-0.06,-0.05,0.01,-0.07,0.03,-0.02,0
1828430,5.71,1.29,7.97,-7.52,-2.07,4.41,-0.02,-0.05,0.0,-0.04,0.03,0.01,0
79790,10.09,-0.51,1.52,-0.81,0.28,8.67,-0.05,-0.04,0.01,-0.03,0.02,-0.01,0
1819904,8.0,-0.74,6.01,-4.53,-0.27,7.33,-0.03,-0.04,0.0,-0.04,0.01,-0.01,0
1659936,7.13,0.63,6.86,-6.5,-0.65,5.73,-0.05,-0.04,0.01,-0.03,0.01,-0.01,0
88722,5.39,0.57,8.45,-7.3,-1.01,5.21,-0.02,-0.09,0.05,-0.04,0.0,0.03,0
647372,8.67,-0.17,5.07,-3.41,-2.29,7.6,-0.03,-0.03,0.0,-0.07,0.06,-0.01,1
1816250,9.13,-1.26,4.3,-3.44,-0.03,7.98,-0.05,-0.1,-0.01,-0.04,0.04,0.02,0
377788,8.6,-0.87,5.19,-4.43,-2.46,7.14,-0.05,-0.02,0.01,-0.05,0.05,-0.01,1
2201134,5.3,-1.48,8.33,-8.04,-2.02,3.5,-0.02,-0.02,-0.02,-0.02,-0.0,-0.1,0
815040,8.63,-0.53,5.25,-4.8,-2.04,6.95,-0.05,-0.05,0.01,-0.03,-0.0,-0.01,1
828454,9.28,-1.33,3.84,-2.65,-0.57,8.22,-0.05,-0.07,0.0,-0.03,0.04,0.01,0
2214126,5.85,-0.74,7.8,-6.65,-3.59,4.86,-0.14,-0.34,-0.27,0.2,0.11,-0.03,0
1047288,8.54,-0.37,5.31,-4.32,-2.05,7.3,-0.03,-0.05,0.01,-0.05,0.02,0.0,1
274264,7.69,-1.33,6.38,-4.02,-0.05,7.63,-0.03,-0.04,-0.0,-0.02,0.02,-0.01,1
1428520,8.3,0.03,5.68,-6.11,-1.45,6.14,-0.08,-0.09,0.01,-0.01,-0.03,-0.06,1
122014,4.46,2.93,7.51,-9.02,-1.20,1.14,-0.14,-0.88,0.13,0.24,-0.69,-0.26,0
861746,8.98,-0.47,4.72,-2.78,0.75,8.13,0.02,0.04,-0.04,0.12,0.01,-0.02,1
320548,8.24,-0.96,5.79,-5.19,-0.16,6.95,-0.04,-0.05,0.0,-0.02,0.03,-0.01,1
830484,9.35,-1.33,3.84,-2.32,-0.42,8.32,-0.04,-0.05,0.01,-0.03,0.03,-0.01,0
592154,10.21,-0.64,2.7,-2.28,-0.72,8.18,0.15,0.0,0.06,-0.22,0.34,0.56,0
1529208,8.31,-1.22,5.6,-5.4,-2.99,6.33,-0.06,-0.05,0.0,-0.02,-0.01,-0.01,1
2221434,8.71,-1.15,4.85,-4.02,-1.69,7.49,-0.06,-0.12,-0.01,0.06,-0.04,-0.03,0
1479270,7.99,-0.04,6.15,-6.49,-1.89,5.58,-0.05,-0.04,0.0,-0.03,0.02,-0.01,1
1553974,7.71,0.15,6.2,-6.26,-1.86,5.92,-0.07,-0.08,0.03,-0.03,0.0,-0.02,1
1513374,7.49,-0.1,6.66,-6.68,-2.38,5.19,-0.03,-0.04,0.02,-0.04,0.02,0.01,1
871896,5.11,4.12,7.21,-7.99,2.03,3.4,-0.06,-0.03,0.04,-0.04,-0.02,-0.05,0
1119540,10.0,-0.04,2.07,-0.8,4.07,7.66,-0.05,-0.03,0.0,-0.04,0.02,-0.01,0
382254,8.59,-0.79,5.17,-4.34,-2.41,7.12,-0.04,-0.06,0.01,-0.03,0.01,-0.01,1
1326600,7.64,-0.79,6.57,-4.77,-1.3,7.07,-0.1,-0.07,0.02,-0.05,-0.02,0.01,1
1050530,9.88,-0.22,2.14,0.96,3.34,7.99,-0.11,-0.12,0.0,0.0,-0.01,-0.01,1
1154876,5.48,1.65,8.06,-8.25,-1.94,3.22,-0.04,-0.04,0.01,-0.08,0.02,0.01,0
2262440,7.95,-0.13,6.41,-6.0,-2.43,5.64,0.57,0.09,0.01,0.18,0.28,0.68,0
1088700,8.42,-0.4,5.42,-4.12,-2.07,7.41,-0.05,-0.05,0.01,-0.03,-0.0,-0.04,1
40408,10.16,-0.21,3.9,-2.08,1.26,8.78,0.8,1.28,-0.24,-0.36,0.89,-0.27,0
37566,9.94,-0.95,2.54,1.2,1.77,8.64,-0.06,-0.02,0.01,0.03,0.02,0.0,0
611238,8.77,-0.33,5.01,-3.43,-1.85,7.8,-0.03,-0.05,0.01,-0.05,0.01,-0.01,1
49746,8.9,-1.21,4.75,-0.94,1.85,8.45,-0.03,-0.05,0.0,-0.02,0.01,-0.01,0
283196,7.72,-0.98,6.36,-3.06,-0.12,8.05,-0.08,-0.07,0.0,-0.04,0.03,-0.04,1
315270,9.32,-0.16,3.9,-4.87,-1.34,7.01,-0.03,-0.06,0.01,-0.06,0.02,-0.0,1
1856850,6.99,2.17,6.74,-7.73,1.19,4.28,-0.05,-0.05,0.0,-0.04,0.02,-0.01,0
2462598,7.64,-0.66,6.58,-5.96,-3.09,5.67,-0.09,-0.07,-0.01,0.05,-0.05,-0.06,1
594590,9.3,-1.06,4.15,-3.82,-0.54,7.87,-0.03,-0.13,-0.03,-0.1,0.0,0.04,0
845500,10.36,-0.29,-0.39,4.24,6.45,5.16,0.0,-0.06,-0.01,-0.14,-0.03,-0.06,0
1091538,8.29,-1.37,5.53,-5.97,-1.19,6.23,-0.07,-0.04,-0.0,-0.01,0.02,-0.02,1
2184488,5.16,-0.19,8.46,-8.11,-2.7,3.6,-0.05,-0.01,-0.02,-0.01,0.05,-0.02,0
2448388,7.87,-0.57,6.46,-6.03,-2.98,5.89,-0.04,-0.05,0.0,-0.03,0.03,-0.01,1
289286,8.48,-1.33,5.33,-4.4,-0.55,7.47,-0.04,-0.04,-0.0,-0.03,0.01,-0.0,1
1881616,9.16,-0.74,4.28,-2.01,-0.51,8.3,-0.04,-0.06,0.01,-0.02,-0.01,-0.02,0
901112,8.18,-0.57,5.74,-5.03,-2.43,6.64,-0.05,-0.05,0.04,-0.04,-0.02,-0.02,1
1562906,8.26,-0.89,5.72,-5.59,-3.33,6.02,0.01,0.03,-0.03,-0.05,0.0,-0.01,1
571050,9.73,-1.02,2.71,0.58,2.25,8.39,-0.05,-0.06,0.03,-0.04,0.0,0.01,0
770802,9.11,-0.66,4.55,-3.5,0.26,7.92,-0.04,-0.07,0.0,0.01,-0.01,-0.02,1
279542,7.65,-1.25,6.36,-4.1,0.05,7.65,-0.05,-0.07,0.01,-0.03,0.0,-0.01,1
341248,8.6,-0.81,5.17,-4.45,-2.32,7.17,-0.03,-0.03,0.03,-0.07,0.03,0.0,1
624236,6.69,2.38,7.0,-6.08,1.34,6.17,-0.07,-0.03,0.02,-0.08,0.02,-0.03,0
1336750,7.51,-0.92,6.57,-4.67,-1.11,7.27,-0.05,-0.03,0.01,0.0,-0.01,-0.05,1
626266,6.48,2.32,7.14,-6.18,1.02,6.04,-0.07,-0.04,0.03,-0.07,0.04,0.01,0
1296164,4.7,-0.99,8.6,-8.74,-3.4,0.34,-0.04,-0.06,0.01,-0.03,-0.03,-0.02,0
782978,2.87,-0.56,9.41,-8.68,-2.37,1.99,-0.04,-0.04,0.01,-0.04,0.0,-0.02,0
217424,9.2,-0.39,4.64,-2.22,1.45,8.25,-0.08,0.05,-0.13,-0.05,0.13,-0.1,0
4680,3.2,1.0,9.19,-8.27,-1.38,3.25,-0.01,-0.03,-0.01,-0.04,0.08,-0.02,0
309992,8.34,-1.0,5.58,-5.26,-0.06,6.94,-0.04,-0.05,0.01,-0.04,0.03,-0.01,1
2020062,8.11,-0.8,6.0,-5.72,-1.33,6.52,-0.05,-0.04,-0.01,-0.03,0.03,-0.02,1
70046,10.23,-0.71,2.78,-2.23,-0.93,9.30,0.16,0.54,-0.17,0.39,0.45,-0.05,0
1113044,10.29,-0.14,1.9,-0.71,3.83,7.8,-0.08,-0.06,0.03,-0.05,0.01,-0.02,0
151246,6.31,3.39,6.89,-9.44,-1.17,-0.36,-0.05,-0.03,0.02,-0.08,0.02,-0.02,0
1305908,4.74,-1.09,8.74,-8.8,-3.45,0.59,-0.04,-0.03,0.0,-0.03,0.01,-0.01,0
1154050,7.74,1.79,6.16,-6.51,0.27,5.73,0.12,0.06,-0.06,0.0,0.02,-0.02,0
1226736,8.19,-0.96,5.75,-6.32,-1.14,5.89,-0.09,-0.06,0.01,-0.03,0.0,-0.02,1
1261248,6.71,2.41,6.91,-8.31,0.64,3.32,-0.05,-0.04,0.01,-0.05,0.03,-0.02,0
1165012,7.33,1.79,6.57,-6.26,0.51,6.09,-0.02,-0.03,0.01,-0.03,0.01,0.0,0
371698,8.71,-0.8,5.06,-4.33,-2.28,7.22,-0.04,-0.06,0.01,-0.03,0.01,-0.01,1
895440,6.22,2.91,7.08,-7.65,0.64,4.46,-0.03,-0.05,0.01,-0.05,-0.03,-0.02,0
281978,7.34,-1.34,7.09,-4.36,-2.88,8.05,0.07,0.2,-0.15,-0.32,1.1,-0.35,0
395252,9.03,-0.4,4.51,-7.66,-2.61,3.98,-0.04,-0.04,0.02,-0.05,-0.0,-0.02,1
587290,9.67,-1.24,2.93,0.53,1.6,8.49,-0.03,-0.04,0.01,-0.03,-0.01,-0.02,0
217424,9.7,-0.58,2.81,-4.21,-0.91,7.38,-0.04,-0.04,0.0,-0.03,0.02,-0.01,1
805702,8.42,-0.34,5.35,-5.04,-1.97,6.83,-0.05,-0.03,0.0,0.01,-0.01,-0.04,1
903560,6.29,2.89,7.21,-7.55,0.62,4.51,-0.04,-0.06,0.01,-0.03,0.02,0.0,0
1849944,9.79,-1.65,2.42,-3.8,-0.4,7.68,-0.04,-0.03,0.02,-0.04,0.02,-0.0,1
1933582,4.08,4.23,7.89,-7.96,-0.13,4.16,-0.04,-0.05,-0.02,0.0,0.02,-0.02,0
311616,7.92,-0.24,6.17,-5.66,-0.79,6.65,-0.05,-0.04,0.01,-0.05,0.02,-0.02,1
275482,7.27,-2.39,6.19,-3.28,-1.65,7.59,-0.71,0.11,0.59,-0.57,-0.66,-0.44,0
1035508,9.81,-0.58,2.57,0.17,3.69,7.88,-0.04,-0.02,0.01,-0.04,0.03,-0.01,1
72482,5.15,0.85,8.2,-6.83,-0.63,4.48,0.15,0.13,0.09,-0.28,0.0,0.45,0
2046858,8.14,-0.81,5.84,-5.79,-1.36,6.38,-0.04,-0.04,-0.01,-0.01,-0.0,-0.05,1
1424460,8.26,0.04,5.71,-6.14,-1.42,6.06,-0.03,-0.01,0.0,-0.06,0.06,0.0,1
1774026,9.47,-1.14,3.37,-3.67,-0.31,7.73,0.03,0.01,-0.06,0.05,0.05,0.06,0
1532862,7.58,-0.09,6.63,-6.57,-2.39,5.38,-0.07,-0.04,0.03,-0.05,0.01,-0.05,1
624636,8.83,-0.39,5.22,-3.52,-2.14,7.82,-0.05,-0.02,0.03,-0.06,0.08,-0.01,1
1301442,4.85,-1.07,8.55,-8.74,-3.33,0.56,-0.03,0.0,0.01,-0.06,0.03,-0.01,0
258836,8.03,-0.26,5.99,-5.49,-0.75,6.67,-0.05,-0.03,0.01,-0.04,0.01,-0.02,1
2261628,8.27,-0.28,5.97,-5.4,-2.22,6.75,-0.08,-0.04,-0.12,-0.02,0.07,-0.09,0
886106,8.74,-0.49,5.07,-2.9,0.91,8.05,-0.01,-0.03,-0.01,-0.0,0.04,-0.01,1
1684702,6.77,-1.73,7.18,-4.78,-4.04,6.28,-0.05,-0.03,0.02,-0.06,0.02,-0.01,0
688370,8.4,-0.15,4.93,-4.36,-2.42,6.27,-0.24,0.21,0.02,-0.24,0.28,-0.22,0
128510,3.04,-3.28,8.85,-4.84,-5.46,5.69,-0.02,-0.04,0.0,-0.05,0.02,0.0,0
1077326,9.89,-0.41,2.67,0.66,3.95,7.76,0.04,-0.08,0.01,-0.04,0.02,0.04,1
90346,7.89,-1.91,5.79,-6.53,-3.88,4.37,-0.3,0.11,0.14,0.04,-0.18,-0.05,0
1268136,7.86,-0.71,6.11,-4.3,-1.6,7.36,-0.03,-0.02,0.01,-0.03,0.03,-0.02,1
2392360,8.12,-0.88,5.91,-5.49,-2.55,6.19,-0.05,-0.04,-0.02,-0.01,-0.05,-0.01,1
1156094,5.33,1.77,8.08,-8.44,-1.86,2.79,-0.06,-0.05,-0.01,-0.01,0.05,0.0,0
1860504,7.01,2.32,6.78,-7.76,1.23,4.26,-0.06,-0.05,0.01,-0.04,-0.01,-0.02,0
333946,9.02,-0.39,4.54,-7.76,-2.59,3.75,-0.04,-0.04,0.01,-0.03,0.01,-0.01,1
1046876,9.78,-0.33,2.63,0.19,2.74,8.27,0.09,-0.09,0.01,-0.05,0.0,0.0,1
82632,7.83,-0.62,6.19,-5.42,-2.68,6.33,-0.05,-0.04,0.02,-0.06,0.02,0.0,0
1920590,4.09,4.36,7.85,-7.76,-0.37,4.42,-0.05,-0.04,0.02,-0.06,0.0,0.01,0
1550320,8.15,-0.92,5.87,-5.23,-2.94,6.41,-0.03,-0.04,0.01,-0.01,-0.0,-0.02,1
1259218,6.79,2.39,6.81,-8.25,0.71,3.39,-0.05,-0.08,-0.01,-0.03,0.03,0.01,0
689994,8.01,0.09,5.81,-5.51,-2.25,5.96,-0.18,-0.11,0.17,-0.23,-0.17,0.16,0
74510,10.03,-2.39,0.76,1.58,0.85,8.57,-0.04,-0.03,0.01,-0.04,0.01,-0.03,0
385508,8.03,-0.83,5.95,-5.43,-0.29,6.79,-0.05,-0.05,0.0,-0.04,0.02,-0.01,1
72076,5.44,2.05,7.88,-7.6,-0.62,4.71,-0.08,0.17,-0.04,-0.13,0.18,-0.01,0
279542,8.97,-0.54,4.7,-7.82,-2.73,3.7,-0.03,-0.04,0.03,-0.04,0.01,-0.02,1
795162,8.63,-0.91,4.91,-4.17,-0.69,7.18,-0.06,0.04,0.08,0.0,0.06,-0.06,0
817086,9.27,-1.3,3.74,-2.46,-0.4,8.28,-0.03,-0.05,0.0,-0.03,0.03,-0.01,0
1349350,10.23,-1.0,0.55,-1.43,-0.19,8.61,-0.04,-0.05,0.01,-0.04,0.04,-0.03,0
866206,10.22,-0.49,-0.81,4.26,6.0,5.4,-0.05,-0.05,0.01,-0.05,-0.01,-0.01,0
324202,6.89,-0.91,7.33,-3.54,-0.77,7.96,-0.05,-0.01,0.0,-0.06,0.05,-0.02,1
91562,7.85,0.96,6.23,-5.4,2.03,6.63,-0.07,-0.09,0.0,-0.05,-0.02,-0.02,0
1931958,4.07,4.04,7.91,-7.89,-0.17,4.09,-0.04,-0.05,0.01,-0.04,-0.01,-0.03,0
641688,8.75,-0.18,5.12,-3.62,-2.36,7.55,-0.02,-0.03,0.03,-0.05,0.03,-0.01,1
135006,4.73,0.24,8.66,-7.3,-2.02,4.57,-0.04,-0.04,0.02,-0.03,0.01,-0.02,0
305932,8.87,-0.22,4.77,-7.85,-2.59,3.54,-0.05,-0.04,0.01,-0.03,0.01,-0.02,1
359118,7.89,-0.19,6.2,-5.71,-0.77,6.6,-0.04,-0.05,0.0,-0.04,0.02,-0.01,1
611642,9.05,-0.26,4.45,-3.84,-0.53,7.67,-0.09,-0.07,0.01,-0.04,0.0,-0.03,0
225138,8.69,-1.51,4.86,-4.47,-0.09,7.38,-0.04,-0.05,-0.0,-0.03,-0.0,-0.02,1
897068,8.75,-0.4,5.06,-2.97,0.71,8.01,-0.04,-0.05,0.01,-0.06,0.03,0.0,1
1912064,4.06,4.09,7.88,-7.95,0.18,4.11,-0.05,-0.04,0.01,-0.04,0.01,-0.02,0
1579552,8.12,-0.56,5.82,-6.32,-3.37,5.16,0.07,-0.15,-0.0,0.05,-0.11,-0.02,1
633154,7.37,1.01,6.47,-6.71,-0.91,5.3,-0.04,-0.09,-0.01,0.09,-0.01,0.05,0
1294946,4.94,-1.5,8.55,-7.15,-4.6,3.4,-0.03,-0.04,0.0,0.0,-0.01,-0.03,0
1854008,7.02,2.28,6.7,-7.64,1.22,4.36,-0.05,-0.07,0.0,-0.03,-0.03,-0.03,0
918176,5.05,-3.99,6.66,-5.93,-3.61,4.36,-0.75,0.38,0.24,0.07,0.05,-0.71,0
830480,9.44,-1.76,3.11,-3.35,0.72,7.85,-0.04,-0.04,0.01,-0.05,0.03,-0.01,0
639244,8.96,0.06,4.65,-4.85,-0.1,7.44,0.03,-0.09,0.1,-0.09,-0.04,0.07,0
1233232,8.43,-0.95,5.52,-6.33,-1.01,5.91,-0.05,-0.06,0.01,-0.04,0.01,-0.02,1
929136,8.63,-3.37,4.11,1.66,1.15,8.48,-0.02,-0.02,-0.04,0.02,0.07,-0.06,0
778110,4.65,0.2,8.78,-7.7,-2.34,3.94,-0.04,-0.05,0.01,-0.05,0.0,-0.01,0
110646,6.07,-4.84,6.43,-3.89,-3.84,6.77,-0.2,0.08,0.67,-0.79,0.01,0.35,0
289286,9.28,-0.18,3.94,-4.93,-1.5,7.06,-0.03,-0.05,0.01,-0.05,0.02,-0.0,1
1830054,7.88,0.12,6.53,-5.94,0.73,6.43,-0.07,-0.1,0.39,-0.19,-0.04,-0.01,0
813426,8.57,-0.02,5.33,-0.8,3.06,8.1,-0.05,-0.04,0.01,-0.04,0.02,-0.02,0
803672,8.33,-0.31,5.4,-5.26,-2.07,6.45,0.0,-0.08,0.01,-0.06,-0.01,0.04,1
921422,8.39,2.1,5.09,-1.98,4.71,7.37,0.31,-0.14,-0.04,-0.05,-0.02,0.1,0
1668056,6.96,0.71,7.08,-6.8,-0.58,5.6,-0.06,-0.04,0.0,-0.03,0.02,-0.01,0
1316870,5.09,-1.74,8.31,-7.0,-4.37,3.65,-0.03,-0.03,0.01,-0.08,0.04,0.0,0
249092,8.02,-0.27,6.0,-5.53,-0.74,6.69,-0.05,-0.05,0.0,-0.02,0.02,-0.02,1
1908408,9.86,-1.58,2.11,-3.8,-0.5,7.79,-0.07,-0.06,0.02,-0.05,-0.0,0.0,1
18890,3.96,-0.85,8.98,-5.05,-2.59,6.63,-0.06,-0.03,-0.01,-0.02,0.03,-0.03,0
294964,8.65,-0.79,5.04,-4.49,-2.3,7.02,-0.04,-0.04,0.01,-0.04,0.01,-0.01,1
315676,9.34,-0.37,4.17,-4.85,-1.53,7.13,-0.07,-0.05,-0.03,-0.02,0.01,-0.09,1
2406976,7.84,-0.65,6.22,-5.94,-2.74,5.84,-0.04,-0.02,0.0,-0.04,0.01,-0.02,1
1437858,8.26,0.07,5.86,-6.2,-1.57,6.05,-0.08,-0.03,0.01,-0.04,0.01,-0.04,1
103338,5.98,-0.9,8.0,-7.01,-3.33,4.5,0.01,-0.03,0.02,-0.08,0.0,-0.02,0
223514,8.01,-1.61,6.01,-3.37,0.21,7.92,-0.06,-0.05,0.01,-0.03,-0.0,-0.04,1
28228,7.07,-2.2,6.67,-6.7,-2.4,5.26,0.18,-0.01,0.03,-0.12,-0.04,0.04,0
1830050,9.45,-1.72,3.2,-4.2,-0.69,7.5,-0.06,-0.05,0.0,-0.03,0.02,-0.01,1
304308,8.38,-1.21,5.5,-4.42,-0.64,7.37,-0.04,-0.05,0.01,-0.04,0.02,-0.02,1
273452,7.71,-1.38,6.38,-3.96,0.01,7.73,-0.04,-0.04,0.0,-0.04,0.02,-0.01,1
2196264,8.15,-0.08,5.8,-4.45,-1.19,7.32,-0.03,-0.05,0.01,-0.04,0.01,-0.01,1
74512,10.05,-0.63,1.53,-1.07,0.05,8.55,-0.01,-0.01,-0.01,0.04,-0.05,-0.05,0
1912062,9.9,-1.47,2.09,-3.84,-0.46,7.67,-0.06,-0.03,0.01,-0.03,0.02,-0.01,1
1583612,8.07,-0.57,6.02,-6.11,-3.4,5.45,-0.12,-0.01,-0.01,-0.03,0.02,-0.03,1
1741952,3.89,0.48,9.03,-8.01,-2.35,3.51,-0.03,-0.04,0.01,-0.04,0.02,-0.01,0
1805690,9.67,-1.64,2.53,-4.02,-0.62,7.53,-0.04,-0.01,0.02,-0.05,0.02,-0.01,1
328262,8.23,-0.92,5.81,-5.3,-0.09,6.91,-0.05,-0.03,0.0,-0.03,0.02,-0.02,1
132158,7.27,3.37,6.05,-8.48,0.31,3.31,-0.46,0.13,0.36,-0.24,0.12,-0.68,0
120796,8.03,-0.05,5.9,-7.42,-0.53,4.8,0.12,0.01,-0.12,0.08,0.16,0.14,0
862960,7.8,2.77,5.77,-6.11,3.29,5.31,-0.05,-0.11,0.19,-0.16,-0.36,0.03,0
281978,9.05,-0.63,4.5,-7.62,-2.65,4.03,-0.05,-0.07,0.01,-0.02,-0.02,-0.01,1
230822,7.46,4.09,5.2,-5.44,3.57,5.87,-0.04,-0.04,-0.01,-0.04,-0.02,-0.03,0
334758,7.38,-1.03,6.65,-3.6,0.16,7.75,-0.01,-0.05,0.0,-0.06,0.01,0.0,1
91156,7.86,0.37,6.32,-5.14,1.75,6.69,-0.07,-0.06,-0.01,-0.04,0.02,-0.07,0
261272,9.47,-0.19,3.67,-5.16,-0.88,6.92,-0.05,-0.03,0.01,-0.03,0.03,-0.01,1
1607156,10.22,-0.65,-1.39,-2.46,0.75,8.2,-0.04,0.06,0.03,-0.03,0.05,-0.01,0
